category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0021972	0.99999999995408	0.948661416513659	0	1	corticospinal neuron axon guidance through spinal cord	BP	1	1
GO:0031592	0.99999999995408	0.948661416513659	0	1	centrosomal corona	CC	1	1
GO:0034128	0.99999999995408	0.948661416513659	0	1	negative regulation of MyD88-independent toll-like receptor signaling pathway	BP	1	1
GO:0044858	0.99999999995408	0.948661416513659	0	1	plasma membrane raft polarization	BP	1	1
GO:0048792	0.99999999995408	0.948661416513659	0	1	spontaneous exocytosis of neurotransmitter	BP	1	1
GO:0050924	0.99999999995408	0.948661416513659	0	1	positive regulation of negative chemotaxis	BP	1	1
GO:0050929	0.99999999995408	0.948661416513659	0	1	induction of negative chemotaxis	BP	1	1
GO:0052909	0.99999999995408	0.948661416513659	0	1	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity	MF	1	1
GO:0070408	0.99999999995408	0.948661416513659	0	1	carbamoyl phosphate metabolic process	BP	1	1
GO:0070409	0.99999999995408	0.948661416513659	0	1	carbamoyl phosphate biosynthetic process	BP	1	1
GO:0098038	0.99999999995408	0.948661416513659	0	1	non-replicative transposition, DNA-mediated	BP	1	1
GO:0098648	0.99999999995408	0.948661416513659	0	1	collagen anchoring fibril	CC	1	1
GO:0098652	0.99999999995408	0.948661416513659	0	1	collagen type VII anchoring fibril	CC	1	1
GO:1901622	0.99999999995408	0.948661416513659	0	1	positive regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	BP	1	1
GO:1903906	0.99999999995408	0.948661416513659	0	1	regulation of plasma membrane raft polarization	BP	1	1
GO:1904897	0.99999999995408	0.948661416513659	0	1	regulation of hepatic stellate cell proliferation	BP	1	1
GO:1904899	0.99999999995408	0.948661416513659	0	1	positive regulation of hepatic stellate cell proliferation	BP	1	1
GO:1990922	0.99999999995408	0.948661416513659	0	1	hepatic stellate cell proliferation	BP	1	1
GO:0008426	0.999999999954103	0.945179035567132	0	3	protein kinase C inhibitor activity	MF	1	1
GO:0001980	0.999999999954114	0.98410524490707	0	1	regulation of systemic arterial blood pressure by ischemic conditions	BP	1	1
GO:1900454	0.999999999954118	0.77412671573423	0	6	positive regulation of long-term synaptic depression	BP	1	1
GO:1904465	0.999999999954218	0.964399626149508	0	7	negative regulation of matrix metallopeptidase secretion	BP	1	1
GO:0034718	0.999999999954286	0.953101678535485	0	1	SMN-Gemin2 complex	CC	1	1
GO:0140018	0.999999999954311	0.94866219819904	0	1	regulation of cytoplasmic translational fidelity	BP	1	1
GO:0097630	0.999999999954429	0.993875602187791	0	1	intrinsic component of omegasome membrane	CC	1	1
GO:0097631	0.999999999954429	0.993875602187791	0	1	integral component of omegasome membrane	CC	1	1
GO:0090044	0.999999999954457	0.948711130123296	0	1	positive regulation of tubulin deacetylation	BP	1	1
GO:0034141	0.999999999954533	0.765398244576407	0	7	positive regulation of toll-like receptor 3 signaling pathway	BP	1	1
GO:0016287	0.999999999954543	0.971331567067864	0	1	glycerone-phosphate O-acyltransferase activity	MF	1	1
GO:0030184	0.999999999954543	0.971331567067864	0	1	nitric oxide transmembrane transporter activity	MF	1	1
GO:0072020	0.999999999954543	0.971331567067864	0	1	proximal straight tubule development	BP	1	1
GO:0072022	0.999999999954543	0.971331567067864	0	1	descending thin limb development	BP	1	1
GO:0072032	0.999999999954543	0.971331567067864	0	1	proximal convoluted tubule segment 2 development	BP	1	1
GO:0072220	0.999999999954543	0.971331567067864	0	1	metanephric descending thin limb development	BP	1	1
GO:0072230	0.999999999954543	0.971331567067864	0	1	metanephric proximal straight tubule development	BP	1	1
GO:0072232	0.999999999954543	0.971331567067864	0	1	metanephric proximal convoluted tubule segment 2 development	BP	1	1
GO:0001512	0.999999999954561	0.980312248918602	0	1	dihydronicotinamide riboside quinone reductase activity	MF	1	1
GO:1904408	0.999999999954561	0.980312248918602	0	1	melatonin binding	MF	1	1
GO:1905594	0.999999999954561	0.980312248918602	0	1	resveratrol binding	MF	1	1
GO:0061301	0.999999999954631	0.949715429277817	0	1	cerebellum vasculature morphogenesis	BP	1	1
GO:0004925	0.999999999954667	0.948661416513072	0	1	prolactin receptor activity	MF	1	1
GO:0007225	0.999999999954667	0.948661416513072	0	1	patched ligand maturation	BP	1	1
GO:0034642	0.999999999954667	0.948661416513072	0	1	mitochondrion migration along actin filament	BP	1	1
GO:0038161	0.999999999954667	0.948661416513072	0	1	prolactin signaling pathway	BP	1	1
GO:0061172	0.999999999954667	0.948661416513072	0	1	regulation of establishment of bipolar cell polarity	BP	1	1
GO:1903064	0.999999999954667	0.948661416513072	0	1	positive regulation of reverse cholesterol transport	BP	1	1
GO:0002537	0.999999999954668	0.948661416513071	0	1	nitric oxide production involved in inflammatory response	BP	1	1
GO:0015421	0.999999999954668	0.948661416513071	0	1	ABC-type oligopeptide transporter activity	MF	1	1
GO:0006288	0.999999999954669	0.94866141651307	0	1	base-excision repair, DNA ligation	BP	1	1
GO:0070421	0.999999999954669	0.94866141651307	0	1	DNA ligase III-XRCC1 complex	CC	1	1
GO:0090298	0.999999999954669	0.94866141651307	0	1	negative regulation of mitochondrial DNA replication	BP	1	1
GO:2000493	0.999999999954669	0.94866141651307	0	1	negative regulation of interleukin-18-mediated signaling pathway	BP	1	1
GO:0030550	0.999999999954673	0.840062283104678	0	7	acetylcholine receptor inhibitor activity	MF	1	1
GO:1904716	0.99999999995469	0.970612873367109	0	1	positive regulation of chaperone-mediated autophagy	BP	1	1
GO:0036305	0.999999999954694	0.836413123245862	0	5	ameloblast differentiation	BP	1	1
GO:0090172	0.999999999954697	0.953191037213531	0	1	microtubule cytoskeleton organization involved in homologous chromosome segregation	BP	1	1
GO:0002488	0.99999999995474	0.948661600365883	0	1	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway	BP	1	1
GO:0002489	0.99999999995474	0.948661600365883	0	1	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent	BP	1	1
GO:0046980	0.99999999995474	0.948661600365883	0	1	tapasin binding	MF	1	1
GO:0031583	0.99999999995474	0.98409612277355	0	1	phospholipase D-activating G protein-coupled receptor signaling pathway	BP	1	1
GO:0031707	0.99999999995474	0.98409612277355	0	1	endothelin A receptor binding	MF	1	1
GO:0042313	0.99999999995474	0.98409612277355	0	1	protein kinase C deactivation	BP	1	1
GO:0043179	0.99999999995474	0.98409612277355	0	1	rhythmic excitation	BP	1	1
GO:0150099	0.999999999954752	0.811620570141809	0	5	neuron-glial cell signaling	BP	1	1
GO:0000960	0.999999999954759	0.808207694447888	0	5	regulation of mitochondrial RNA catabolic process	BP	1	1
GO:0062154	0.999999999954773	0.952793815330152	0	1	N6-mAMP deaminase activity	MF	1	1
GO:0033133	0.999999999954784	0.861175823070748	0	5	positive regulation of glucokinase activity	BP	1	1
GO:0015712	0.999999999954791	0.758516274276894	0	6	hexose phosphate transport	BP	1	1
GO:0015760	0.999999999954791	0.758516274276894	0	6	glucose-6-phosphate transport	BP	1	1
GO:0004703	0.999999999954843	0.716989575521729	0	7	G protein-coupled receptor kinase activity	MF	1	1
GO:0034443	0.999999999954879	0.984214496649368	0	1	negative regulation of lipoprotein oxidation	BP	1	1
GO:0060588	0.999999999954879	0.984214496649368	0	1	negative regulation of lipoprotein lipid oxidation	BP	1	1
GO:0005477	0.999999999954898	0.948661416512841	0	1	pyruvate secondary active transmembrane transporter activity	MF	1	1
GO:0030108	0.999999999954898	0.948661416512841	0	1	HLA-A specific activating MHC class I receptor activity	MF	1	1
GO:0086039	0.999999999954898	0.948661416512841	0	1	P-type calcium transporter activity involved in regulation of cardiac muscle cell membrane potential	MF	1	1
GO:1903699	0.999999999954898	0.948661416512841	0	1	tarsal gland development	BP	1	1
GO:1903709	0.999999999954898	0.948661416512841	0	1	uterine gland development	BP	1	1
GO:0016277	0.999999999954902	0.948661416512837	0	1	[myelin basic protein]-arginine N-methyltransferase activity	MF	1	1
GO:0022012	0.999999999954902	0.948661416512837	0	1	subpallium cell proliferation in forebrain	BP	1	1
GO:0022018	0.999999999954902	0.948661416512837	0	1	lateral ganglionic eminence cell proliferation	BP	1	1
GO:0036138	0.999999999954902	0.948661416512837	0	1	peptidyl-histidine hydroxylation	BP	1	1
GO:0036140	0.999999999954902	0.948661416512837	0	1	peptidyl-asparagine 3-dioxygenase activity	MF	1	1
GO:0042265	0.999999999954902	0.948661416512837	0	1	peptidyl-asparagine hydroxylation	BP	1	1
GO:0060366	0.999999999954902	0.948661416512837	0	1	lambdoid suture morphogenesis	BP	1	1
GO:0060367	0.999999999954902	0.948661416512837	0	1	sagittal suture morphogenesis	BP	1	1
GO:0060873	0.999999999954902	0.948661416512837	0	1	anterior semicircular canal development	BP	1	1
GO:0060875	0.999999999954902	0.948661416512837	0	1	lateral semicircular canal development	BP	1	1
GO:0102113	0.999999999954902	0.948661416512837	0	1	hypoxia-inducible factor-asparagine oxygenase activity	MF	1	1
GO:1902488	0.999999999954902	0.948661416512837	0	1	cholangiocyte apoptotic process	BP	1	1
GO:1904192	0.999999999954902	0.948661416512837	0	1	regulation of cholangiocyte apoptotic process	BP	1	1
GO:1904193	0.999999999954902	0.948661416512837	0	1	negative regulation of cholangiocyte apoptotic process	BP	1	1
GO:0044571	0.999999999954929	0.834517924484928	0	7	[2Fe-2S] cluster assembly	BP	1	1
GO:0014717	0.999999999954955	0.926324582687867	0	3	regulation of satellite cell activation involved in skeletal muscle regeneration	BP	1	1
GO:1903108	0.999999999954967	0.870365518688508	0	5	regulation of mitochondrial transcription	BP	1	1
GO:0090031	0.999999999954975	0.79302267142405	0	5	positive regulation of steroid hormone biosynthetic process	BP	1	1
GO:1902499	0.999999999954986	0.877234198452935	0	3	positive regulation of protein autoubiquitination	BP	1	1
GO:1904206	0.999999999955011	0.99216594716707	0	1	positive regulation of skeletal muscle hypertrophy	BP	1	1
GO:0031870	0.999999999955019	0.94866141651272	0	1	thromboxane A2 receptor binding	MF	1	1
GO:1903893	0.999999999955019	0.94866141651272	0	1	positive regulation of ATF6-mediated unfolded protein response	BP	1	1
GO:0070510	0.999999999955022	0.948661416512717	0	1	regulation of histone H4-K20 methylation	BP	1	1
GO:0070512	0.999999999955022	0.948661416512717	0	1	positive regulation of histone H4-K20 methylation	BP	1	1
GO:0110008	0.999999999955022	0.948661416512717	0	1	ncRNA deadenylation	BP	1	1
GO:0001680	0.999999999955025	0.948661416512714	0	1	tRNA 3'-terminal CCA addition	BP	1	1
GO:0004810	0.999999999955025	0.948661416512714	0	1	tRNA adenylyltransferase activity	MF	1	1
GO:0016437	0.999999999955025	0.948661416512714	0	1	tRNA cytidylyltransferase activity	MF	1	1
GO:0033593	0.999999999955025	0.948661416512714	0	1	BRCA2-MAGE-D1 complex	CC	1	1
GO:0052927	0.999999999955025	0.948661416512714	0	1	CTP:tRNA cytidylyltransferase activity	MF	1	1
GO:0052928	0.999999999955025	0.948661416512714	0	1	CTP:3'-cytidine-tRNA cytidylyltransferase activity	MF	1	1
GO:0052929	0.999999999955025	0.948661416512714	0	1	ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity	MF	1	1
GO:0070843	0.999999999955025	0.948661416512714	0	1	misfolded protein transport	BP	1	1
GO:0070844	0.999999999955025	0.948661416512714	0	1	polyubiquitinated protein transport	BP	1	1
GO:0070845	0.999999999955025	0.948661416512714	0	1	polyubiquitinated misfolded protein transport	BP	1	1
GO:0070846	0.999999999955025	0.948661416512714	0	1	Hsp90 deacetylation	BP	1	1
GO:0120012	0.999999999955025	0.948661416512714	0	1	intermembrane sphingolipid transfer	BP	1	1
GO:0120116	0.999999999955025	0.948661416512714	0	1	glucagon processing	BP	1	1
GO:1903570	0.999999999955025	0.948661416512714	0	1	regulation of protein kinase D signaling	BP	1	1
GO:1903572	0.999999999955025	0.948661416512714	0	1	positive regulation of protein kinase D signaling	BP	1	1
GO:0034036	0.999999999955051	0.807437885789223	0	6	purine ribonucleoside bisphosphate biosynthetic process	BP	1	1
GO:0050428	0.999999999955051	0.807437885789223	0	6	3'-phosphoadenosine 5'-phosphosulfate biosynthetic process	BP	1	1
GO:0017136	0.999999999955074	0.808662845617154	0	5	NAD-dependent histone deacetylase activity	MF	1	1
GO:0070915	0.999999999955091	0.835300519399942	0	5	lysophosphatidic acid receptor activity	MF	1	1
GO:0010904	0.999999999955117	0.952638195444414	0	1	regulation of UDP-glucose catabolic process	BP	1	1
GO:0010905	0.999999999955117	0.952638195444414	0	1	negative regulation of UDP-glucose catabolic process	BP	1	1
GO:0071879	0.999999999955117	0.952638195444414	0	1	positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway	BP	1	1
GO:1904226	0.999999999955117	0.952638195444414	0	1	regulation of glycogen synthase activity, transferring glucose-1-phosphate	BP	1	1
GO:1904227	0.999999999955117	0.952638195444414	0	1	negative regulation of glycogen synthase activity, transferring glucose-1-phosphate	BP	1	1
GO:0060355	0.999999999955144	0.934967913075194	0	5	positive regulation of cell adhesion molecule production	BP	1	1
GO:0008404	0.999999999955157	0.92167617971963	0	3	arachidonic acid 14,15-epoxygenase activity	MF	1	1
GO:0018601	0.999999999955158	0.948686983918713	0	1	4-nitrophenol 2-monooxygenase activity	MF	1	1
GO:0018885	0.999999999955158	0.948686983918713	0	1	carbon tetrachloride metabolic process	BP	1	1
GO:0018910	0.999999999955158	0.948686983918713	0	1	benzene metabolic process	BP	1	1
GO:0018960	0.999999999955158	0.948686983918713	0	1	4-nitrophenol metabolic process	BP	1	1
GO:0042197	0.999999999955158	0.948686983918713	0	1	halogenated hydrocarbon metabolic process	BP	1	1
GO:0000347	0.999999999955179	0.805665701585718	0	6	THO complex	CC	1	1
GO:0000445	0.999999999955179	0.805665701585718	0	6	THO complex part of transcription export complex	CC	1	1
GO:0019626	0.99999999995518	0.772970000334707	0	7	short-chain fatty acid catabolic process	BP	1	1
GO:0046458	0.999999999955255	0.948661416512484	0	1	hexadecanal metabolic process	BP	1	1
GO:0046577	0.999999999955255	0.948661416512484	0	1	long-chain-alcohol oxidase activity	MF	1	1
GO:0050061	0.999999999955255	0.948661416512484	0	1	long-chain-aldehyde dehydrogenase activity	MF	1	1
GO:0052814	0.999999999955255	0.948661416512484	0	1	medium-chain-aldehyde dehydrogenase activity	MF	1	1
GO:1901189	0.999999999955255	0.948661416512484	0	1	positive regulation of ephrin receptor signaling pathway	BP	1	1
GO:1901297	0.999999999955255	0.948661416512484	0	1	positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	BP	1	1
GO:1902435	0.999999999955255	0.948661416512484	0	1	regulation of male mating behavior	BP	1	1
GO:1902437	0.999999999955255	0.948661416512484	0	1	positive regulation of male mating behavior	BP	1	1
GO:1905068	0.999999999955255	0.948661416512484	0	1	positive regulation of canonical Wnt signaling pathway involved in heart development	BP	1	1
GO:0003131	0.999999999955256	0.948661416512483	0	1	mesodermal-endodermal cell signaling	BP	1	1
GO:0008609	0.999999999955256	0.948661416512483	0	1	alkylglycerone-phosphate synthase activity	MF	1	1
GO:0032887	0.999999999955256	0.948661416512483	0	1	regulation of spindle elongation	BP	1	1
GO:0032888	0.999999999955256	0.948661416512483	0	1	regulation of mitotic spindle elongation	BP	1	1
GO:0035501	0.999999999955256	0.948661416512483	0	1	MH1 domain binding	MF	1	1
GO:0055028	0.999999999955256	0.948661416512483	0	1	cortical microtubule	CC	1	1
GO:0055048	0.999999999955256	0.948661416512483	0	1	anastral spindle assembly	BP	1	1
GO:1902363	0.999999999955256	0.948661416512483	0	1	regulation of protein localization to spindle pole body	BP	1	1
GO:1902365	0.999999999955256	0.948661416512483	0	1	positive regulation of protein localization to spindle pole body	BP	1	1
GO:1902846	0.999999999955256	0.948661416512483	0	1	positive regulation of mitotic spindle elongation	BP	1	1
GO:1905720	0.999999999955256	0.948661416512483	0	1	cytoplasmic microtubule bundle	CC	1	1
GO:0002480	0.999999999955257	0.948661416512482	0	1	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	BP	1	1
GO:1903788	0.999999999955257	0.948661416512482	0	1	positive regulation of glutathione biosynthetic process	BP	1	1
GO:1904479	0.99999999995527	0.894535397807716	0	3	negative regulation of intestinal absorption	BP	1	1
GO:0097361	0.999999999955272	0.842895433968767	0	5	CIA complex	CC	1	1
GO:0005460	0.999999999955285	0.952285504511167	0	1	UDP-glucose transmembrane transporter activity	MF	1	1
GO:0033679	0.999999999955285	0.952285504511167	0	1	3'-5' DNA/RNA helicase activity	MF	1	1
GO:0039695	0.999999999955285	0.952285504511167	0	1	DNA-templated viral transcription	BP	1	1
GO:1905698	0.999999999955285	0.952285504511167	0	1	positive regulation of polysome binding	BP	1	1
GO:1904180	0.999999999955298	0.84522770550832	0	6	negative regulation of membrane depolarization	BP	1	1
GO:0052906	0.999999999955499	0.953585350106931	0	1	tRNA (guanine(37)-N(1))-methyltransferase activity	MF	1	1
GO:0051031	0.999999999955522	0.808381194358674	0	6	tRNA transport	BP	1	1
GO:0062078	0.999999999955522	0.968300786989369	0	1	TSC1-TSC2 complex binding	MF	1	1
GO:0090725	0.999999999955526	0.948661473250109	0	1	peripheral region of growth cone	CC	1	1
GO:0045875	0.999999999955534	0.775661066478985	0	5	negative regulation of sister chromatid cohesion	BP	1	1
GO:1903958	0.999999999955646	0.853749134694129	0	3	nitric-oxide synthase complex	CC	1	1
GO:0034759	0.999999999955663	0.878706255107349	0	5	regulation of iron ion transmembrane transport	BP	1	1
GO:0030379	0.999999999955736	0.948755432962597	0	1	neurotensin receptor activity, non-G protein-coupled	MF	1	1
GO:0060373	0.999999999955823	0.793623021713939	0	7	regulation of ventricular cardiac muscle cell membrane depolarization	BP	1	1
GO:0072709	0.999999999955831	0.792394773746507	0	5	cellular response to sorbitol	BP	1	1
GO:0004820	0.999999999955841	0.948661416511898	0	1	glycine-tRNA ligase activity	MF	1	1
GO:0006426	0.999999999955841	0.948661416511898	0	1	glycyl-tRNA aminoacylation	BP	1	1
GO:0035724	0.999999999955841	0.948661416511898	0	1	CD24 biosynthetic process	BP	1	1
GO:0060466	0.999999999955841	0.948661416511898	0	1	activation of meiosis involved in egg activation	BP	1	1
GO:0070150	0.999999999955841	0.948661416511898	0	1	mitochondrial glycyl-tRNA aminoacylation	BP	1	1
GO:0090248	0.999999999955841	0.948661416511898	0	1	cell migration involved in somitogenic axis elongation	BP	1	1
GO:0090249	0.999999999955841	0.948661416511898	0	1	regulation of cell migration involved in somitogenic axis elongation	BP	1	1
GO:1901229	0.999999999955841	0.948661416511898	0	1	regulation of non-canonical Wnt signaling pathway via JNK cascade	BP	1	1
GO:1901231	0.999999999955841	0.948661416511898	0	1	positive regulation of non-canonical Wnt signaling pathway via JNK cascade	BP	1	1
GO:1901232	0.999999999955841	0.948661416511898	0	1	regulation of convergent extension involved in axis elongation	BP	1	1
GO:1901233	0.999999999955841	0.948661416511898	0	1	negative regulation of convergent extension involved in axis elongation	BP	1	1
GO:1905630	0.999999999955841	0.948661416511898	0	1	response to glyceraldehyde	BP	1	1
GO:1905631	0.999999999955841	0.948661416511898	0	1	cellular response to glyceraldehyde	BP	1	1
GO:2000438	0.999999999955841	0.948661416511898	0	1	negative regulation of monocyte extravasation	BP	1	1
GO:2000559	0.999999999955841	0.948661416511898	0	1	regulation of CD24 production	BP	1	1
GO:2000560	0.999999999955841	0.948661416511898	0	1	positive regulation of CD24 production	BP	1	1
GO:0004057	0.999999999955842	0.948661416511897	0	1	arginyltransferase activity	MF	1	1
GO:0032473	0.999999999955842	0.948661416511897	0	1	cytoplasmic side of mitochondrial outer membrane	CC	1	1
GO:0034211	0.999999999955842	0.948661416511897	0	1	GTP-dependent protein kinase activity	MF	1	1
GO:0036479	0.999999999955842	0.948661416511897	0	1	peroxidase inhibitor activity	MF	1	1
GO:0047708	0.999999999955842	0.948661416511897	0	1	biotinidase activity	MF	1	1
GO:0099400	0.999999999955842	0.948661416511897	0	1	caveola neck	CC	1	1
GO:1903125	0.999999999955842	0.948661416511897	0	1	negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation	BP	1	1
GO:1904887	0.999999999955842	0.948661416511897	0	1	Wnt signalosome assembly	BP	1	1
GO:1990031	0.999999999955842	0.948661416511897	0	1	pinceau fiber	CC	1	1
GO:1990678	0.999999999955842	0.948661416511897	0	1	histone H4-K16 deacetylation	BP	1	1
GO:2000469	0.999999999955842	0.948661416511897	0	1	negative regulation of peroxidase activity	BP	1	1
GO:1903918	0.999999999955845	0.948661416511894	0	1	regulation of actin filament severing	BP	1	1
GO:1903919	0.999999999955845	0.948661416511894	0	1	negative regulation of actin filament severing	BP	1	1
GO:0097283	0.999999999955865	0.761535035032381	0	7	keratinocyte apoptotic process	BP	1	1
GO:1902172	0.999999999955865	0.761535035032381	0	7	regulation of keratinocyte apoptotic process	BP	1	1
GO:0007270	0.999999999955866	0.7590200191203	0	6	neuron-neuron synaptic transmission	BP	1	1
GO:0031427	0.99999999995589	0.960008843981084	0	1	response to methotrexate	BP	1	1
GO:0061444	0.999999999955907	0.948725127769221	0	1	endocardial cushion cell development	BP	1	1
GO:0035526	0.999999999955923	0.907835076459606	0	2	retrograde transport, plasma membrane to Golgi	BP	1	1
GO:0052373	0.999999999955923	0.97291795059697	0	1	suppression of symbiont entry into host	BP	1	1
GO:0090187	0.999999999955982	0.940215791228067	0	3	positive regulation of pancreatic juice secretion	BP	1	1
GO:0071623	0.99999999995603	0.843551728115545	0	5	negative regulation of granulocyte chemotaxis	BP	1	1
GO:0090024	0.99999999995603	0.843551728115545	0	5	negative regulation of neutrophil chemotaxis	BP	1	1
GO:0070931	0.999999999956035	0.948873546298717	0	1	Golgi-associated vesicle lumen	CC	1	1
GO:0004043	0.999999999956078	0.948661416511661	0	1	L-aminoadipate-semialdehyde dehydrogenase activity	MF	1	1
GO:0008802	0.999999999956078	0.948661416511661	0	1	betaine-aldehyde dehydrogenase activity	MF	1	1
GO:0010808	0.999999999956078	0.948661416511661	0	1	positive regulation of synaptic vesicle priming	BP	1	1
GO:0048789	0.999999999956078	0.948661416511661	0	1	cytoskeletal matrix organization at active zone	BP	1	1
GO:0090125	0.999999999956078	0.948661416511661	0	1	cell-cell adhesion involved in synapse maturation	BP	1	1
GO:0097115	0.999999999956078	0.948661416511661	0	1	neurexin clustering involved in presynaptic membrane assembly	BP	1	1
GO:0150101	0.999999999956078	0.948661416511661	0	1	regulation of microtubule anchoring at centrosome	BP	1	1
GO:0042360	0.999999999956081	0.827983427725488	0	6	vitamin E metabolic process	BP	1	1
GO:0035393	0.999999999956082	0.948661416511657	0	1	chemokine (C-X-C motif) ligand 9 production	BP	1	1
GO:0035394	0.999999999956082	0.948661416511657	0	1	regulation of chemokine (C-X-C motif) ligand 9 production	BP	1	1
GO:0035395	0.999999999956082	0.948661416511657	0	1	negative regulation of chemokine (C-X-C motif) ligand 9 production	BP	1	1
GO:0090152	0.999999999956082	0.948661416511657	0	1	establishment of protein localization to mitochondrial membrane involved in mitochondrial fission	BP	1	1
GO:1904094	0.999999999956083	0.948806575740443	0	1	positive regulation of autophagic cell death	BP	1	1
GO:1990722	0.999999999956083	0.948806575740443	0	1	DAPK1-calmodulin complex	CC	1	1
GO:0004563	0.99999999995609	0.794591125407109	0	5	beta-N-acetylhexosaminidase activity	MF	1	1
GO:0072414	0.999999999956152	0.949383857284469	0	1	response to mitotic cell cycle checkpoint signaling	BP	1	1
GO:0072432	0.999999999956152	0.949383857284469	0	1	response to G1 DNA damage checkpoint signaling	BP	1	1
GO:0043257	0.999999999956197	0.948661416511542	0	1	laminin-8 complex	CC	1	1
GO:0098683	0.999999999956197	0.948661416511542	0	1	cochlear hair cell ribbon synapse	CC	1	1
GO:0016333	0.999999999956199	0.94866141651154	0	1	morphogenesis of follicular epithelium	BP	1	1
GO:0016334	0.999999999956199	0.94866141651154	0	1	establishment or maintenance of polarity of follicular epithelium	BP	1	1
GO:0021556	0.999999999956199	0.94866141651154	0	1	central nervous system formation	BP	1	1
GO:0042247	0.999999999956199	0.94866141651154	0	1	establishment of planar polarity of follicular epithelium	BP	1	1
GO:0045298	0.999999999956199	0.94866141651154	0	1	tubulin complex	CC	1	1
GO:0046725	0.999999999956199	0.94866141651154	0	1	negative regulation by virus of viral protein levels in host cell	BP	1	1
GO:0051758	0.999999999956199	0.94866141651154	0	1	homologous chromosome movement towards spindle pole in meiosis I anaphase	BP	1	1
GO:0060731	0.999999999956199	0.94866141651154	0	1	positive regulation of intestinal epithelial structure maintenance	BP	1	1
GO:0070715	0.999999999956199	0.94866141651154	0	1	sodium-dependent organic cation transport	BP	1	1
GO:0072308	0.999999999956199	0.94866141651154	0	1	negative regulation of metanephric nephron tubule epithelial cell differentiation	BP	1	1
GO:0099077	0.999999999956199	0.94866141651154	0	1	histone-dependent DNA binding	MF	1	1
GO:0099609	0.999999999956199	0.94866141651154	0	1	microtubule lateral binding	MF	1	1
GO:0140808	0.999999999956199	0.94866141651154	0	1	NAD+-protein-tyrosine ADP-ribosyltransferase activity	MF	1	1
GO:0140815	0.999999999956199	0.94866141651154	0	1	NAD+-protein-histidine ADP-ribosyltransferase activity	MF	1	1
GO:1905687	0.999999999956199	0.94866141651154	0	1	regulation of diacylglycerol kinase activity	BP	1	1
GO:1905689	0.999999999956199	0.94866141651154	0	1	positive regulation of diacylglycerol kinase activity	BP	1	1
GO:0033184	0.999999999956201	0.948661416511538	0	1	positive regulation of histone ubiquitination	BP	1	1
GO:1902203	0.999999999956248	0.948688442467063	0	1	negative regulation of hepatocyte growth factor receptor signaling pathway	BP	1	1
GO:2001112	0.999999999956248	0.948688442467063	0	1	regulation of cellular response to hepatocyte growth factor stimulus	BP	1	1
GO:2001113	0.999999999956248	0.948688442467063	0	1	negative regulation of cellular response to hepatocyte growth factor stimulus	BP	1	1
GO:2000974	0.999999999956249	0.923999708131407	0	3	negative regulation of pro-B cell differentiation	BP	1	1
GO:0004720	0.999999999956271	0.814830320029052	0	5	protein-lysine 6-oxidase activity	MF	1	1
GO:0018057	0.999999999956271	0.814830320029052	0	5	peptidyl-lysine oxidation	BP	1	1
GO:1903781	0.999999999956273	0.959753344624894	0	1	positive regulation of cardiac conduction	BP	1	1
GO:0003226	0.999999999956314	0.948661416511425	0	1	right ventricular compact myocardium morphogenesis	BP	1	1
GO:0005595	0.999999999956314	0.948661416511425	0	1	collagen type XII trimer	CC	1	1
GO:0035602	0.999999999956314	0.948661416511425	0	1	fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow cell	BP	1	1
GO:0035603	0.999999999956314	0.948661416511425	0	1	fibroblast growth factor receptor signaling pathway involved in hemopoiesis	BP	1	1
GO:0035604	0.999999999956314	0.948661416511425	0	1	fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow	BP	1	1
GO:0035607	0.999999999956314	0.948661416511425	0	1	fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development	BP	1	1
GO:0035037	0.999999999956315	0.948661416511424	0	1	sperm entry	BP	1	1
GO:1905528	0.999999999956315	0.948661416511424	0	1	positive regulation of Golgi lumen acidification	BP	1	1
GO:0006539	0.999999999956317	0.97005984742351	0	1	glutamate catabolic process via 2-oxoglutarate	BP	1	1
GO:0047988	0.999999999956317	0.97005984742351	0	1	hydroxyacid-oxoacid transhydrogenase activity	MF	1	1
GO:0140439	0.999999999956333	0.707851137431689	0	7	protein-cysteine S-stearoyltransferase activity	MF	1	1
GO:0043111	0.999999999956342	0.885916665011609	0	3	replication fork arrest	BP	1	1
GO:0072071	0.999999999956344	0.939194156102372	0	2	kidney interstitial fibroblast differentiation	BP	1	1
